label,logged_steps,motion_total_frames,simulated_duration_s,motion_completion_fraction,motion_completed,exact_motion_frame_sequence,terminal_terms,all_metrics_finite,no_motion_wrap,started_near_platform_center,reward_mean,reward_p95,anchor_pos_mean,anchor_pos_p95,anchor_pos_max,anchor_rot_p95,body_pos_mean,body_pos_p95,body_pos_max,joint_pos_mean,joint_pos_p95,joint_pos_max,max_distance_from_center_m,xy_tracking_drift_p95_m,xy_tracking_drift_max_m,xy_tracking_drift_last_m,initial_stationary_xy_max_m,stationary_tail_xy_increase_m,stationary_tail_xy_slope_m_per_s,acceptance_profile,failed_checks,acceptance_pass
nominal_seed42,3972,3972,39.71999999999915,1.0,True,True,,True,True,True,0.07713825893114731,0.0805021371692419,0.07378459511025108,0.13951903358101841,0.1569667011499405,0.10186595059931278,0.04544031023130399,0.06698862761259079,0.08225059509277344,0.41012824599678965,0.6419748723506927,0.9392749071121216,0.634258747912983,0.13609091817486668,0.15619092187615813,0.016510817289698818,0.08072207410833816,-0.0025357302170118355,-0.0033322335164059657,nominal,[],True
