label,logged_steps,motion_total_frames,simulated_duration_s,motion_completion_fraction,motion_completed,exact_motion_frame_sequence,terminal_terms,all_metrics_finite,no_motion_wrap,started_near_platform_center,reward_mean,reward_p95,anchor_pos_mean,anchor_pos_p95,anchor_pos_max,anchor_rot_p95,body_pos_mean,body_pos_p95,body_pos_max,joint_pos_mean,joint_pos_p95,joint_pos_max,max_distance_from_center_m,xy_tracking_drift_p95_m,xy_tracking_drift_max_m,xy_tracking_drift_last_m,initial_stationary_xy_max_m,stationary_tail_xy_increase_m,stationary_tail_xy_slope_m_per_s,acceptance_profile,acceptance_pass
robust_seed1,3972,3972,39.71999999999915,1.0,True,True,,True,True,True,0.07518257094549029,0.0798953752964735,0.12035121692075841,0.18704043850302693,0.24808554351329803,0.12652968764305114,0.04575887509171025,0.07282660603523254,0.11240991204977036,0.46121753443478936,0.7486128658056257,1.1235082149505615,0.6353922041063468,0.18380432882266862,0.24625716938296696,0.0941891062072869,0.08669036620463103,-0.050148782180643364,-0.0050884248509056006,robust,True
robust_seed0,3972,3972,39.71999999999915,1.0,True,True,,True,True,True,0.07623751726834345,0.08001926206052304,0.0990469534330697,0.2382449552416801,0.35779809951782227,0.11177147664129732,0.03630709275203227,0.05377660859376191,0.0915435254573822,0.4136839588313417,0.644018679857254,1.0010864734649658,0.6185633464924067,0.2376467628493717,0.3560287893245298,0.10364532163867124,0.09826022199526263,0.06145164479153767,0.00919000067490396,robust,False
