label,logged_steps,motion_total_frames,simulated_duration_s,motion_completion_fraction,motion_completed,exact_motion_frame_sequence,terminal_terms,all_metrics_finite,no_motion_wrap,started_near_platform_center,reward_mean,reward_p95,anchor_pos_mean,anchor_pos_p95,anchor_pos_max,anchor_rot_p95,body_pos_mean,body_pos_p95,body_pos_max,joint_pos_mean,joint_pos_p95,joint_pos_max,max_distance_from_center_m,xy_tracking_drift_p95_m,xy_tracking_drift_max_m,xy_tracking_drift_last_m,initial_stationary_xy_max_m,stationary_tail_xy_increase_m,stationary_tail_xy_slope_m_per_s,acceptance_profile,failed_checks,acceptance_pass
robust_seed1,3972,3972,39.71999999999915,1.0,True,True,,True,True,True,0.07614510313374218,0.08046449311077594,0.08668162248801714,0.2042020946741104,0.2886773347854614,0.1344012178480625,0.039851962774780966,0.055161225236952306,0.07891601324081421,0.4059307875725078,0.6113469779491423,0.9104921817779541,0.6401722918576386,0.2041366916222042,0.28843788976590157,0.04325191315823509,0.10105678756743415,-0.019132810103111325,0.008921021599889464,robust,[],True
