playback_step,simulation_time_s,motion_frame,reward,done,error_anchor_pos,error_anchor_rot,error_anchor_lin_vel,error_anchor_ang_vel,error_body_pos,error_body_rot,error_joint_pos,error_joint_vel,error_body_lin_vel,error_body_ang_vel,root_x_from_env_origin,root_y_from_env_origin
23,0.23,23,0.05140870437026024,0,0.04251837730407715,0.07940670847892761,0.14610841870307922,0.10320699959993362,0.04029348865151405,0.06090165674686432,0.20191006362438202,0.8182736039161682,0.13040676712989807,0.3449626863002777,0.01790449768304825,0.000774383544921875
24,0.24,24,0.05138581618666649,0,0.04364471137523651,0.0800037682056427,0.1450754553079605,0.07537448406219482,0.04091496393084526,0.061121851205825806,0.20100779831409454,0.8147066235542297,0.13212400674819946,0.3374342918395996,0.019055981189012527,0.0013427734375
25,0.25,25,0.051368508487939835,0,0.04477296769618988,0.08032605051994324,0.14494752883911133,0.054168298840522766,0.041503407061100006,0.061470936983823776,0.19997096061706543,0.8051485419273376,0.134058877825737,0.32786810398101807,0.020212069153785706,0.001949310302734375
26,0.26,26,0.05135643109679222,0,0.045908402651548386,0.08044687658548355,0.1455126851797104,0.03944653645157814,0.04206466302275658,0.06194280833005905,0.1988920420408249,0.787564218044281,0.13616694509983063,0.31620922684669495,0.02138090319931507,0.0025634765625
27,0.27,27,0.05134883150458336,0,0.04705667868256569,0.08033765852451324,0.14687097072601318,0.03609120845794678,0.042605042457580566,0.06248908489942551,0.19783350825309753,0.7626832127571106,0.1385565996170044,0.3032313883304596,0.022570066154003143,0.003192901611328125
28,0.28,28,0.05134320259094238,0,0.048226092010736465,0.08003325760364532,0.14915072917938232,0.044856563210487366,0.04313003271818161,0.06307543069124222,0.19684049487113953,0.7320504188537598,0.14114996790885925,0.2887748181819916,0.023787010461091995,0.003856658935546875
29,0.29,29,0.051338933408260345,0,0.0494219996035099,0.07952646911144257,0.15176703035831451,0.05736945569515228,0.04364585131406784,0.06366275250911713,0.19594959914684296,0.695344865322113,0.14374810457229614,0.2731044888496399,0.025037990882992744,0.004543304443359375
30,0.3,30,0.05133378505706787,0,0.05064959451556206,0.07888749986886978,0.15498585999011993,0.07280447334051132,0.04415550082921982,0.06420674920082092,0.19516129791736603,0.6539896130561829,0.1465480923652649,0.2559688091278076,0.026328857988119125,0.00524139404296875
31,0.31,31,0.05132625252008438,0,0.05191546678543091,0.07806216925382614,0.1588134616613388,0.08824246376752853,0.04466637223958969,0.06466208398342133,0.19449318945407867,0.6109682321548462,0.14957986772060394,0.2389952838420868,0.027664393186569214,0.00595855712890625
32,0.32,32,0.05131617188453674,0,0.05322316288948059,0.07710931450128555,0.1628035306930542,0.10189765691757202,0.045179881155490875,0.06500975787639618,0.19393150508403778,0.5660138726234436,0.1525900959968567,0.22168676555156708,0.029049329459667206,0.006679534912109375
33,0.33,33,0.05130050331354141,0,0.05458050221204758,0.07604754716157913,0.16755004227161407,0.11684105545282364,0.04570242017507553,0.06522323191165924,0.19347259402275085,0.5251560807228088,0.15595632791519165,0.2061900496482849,0.030487406998872757,0.007427215576171875
34,0.34,34,0.05127982422709465,0,0.05599011853337288,0.07482145726680756,0.17234480381011963,0.13103285431861877,0.04623667523264885,0.06528999656438828,0.19310934841632843,0.4860810339450836,0.15952114760875702,0.19447296857833862,0.03198206424713135,0.008182525634765625
35,0.35000000000000003,35,0.051254428923130035,0,0.05745820328593254,0.07350106537342072,0.1776362806558609,0.1428944617509842,0.04678543657064438,0.06519415974617004,0.19281414151191711,0.4552345871925354,0.1631355881690979,0.18849614262580872,0.03353635221719742,0.008960723876953125
36,0.36,36,0.05122162029147148,0,0.05898767337203026,0.07207699120044708,0.1830613911151886,0.15610545873641968,0.04735049605369568,0.0649603009223938,0.1926025003194809,0.4274715185165405,0.16712510585784912,0.1933860033750534,0.035152725875377655,0.009754180908203125
37,0.37,37,0.05118246376514435,0,0.06058017536997795,0.07051678746938705,0.18871980905532837,0.16963204741477966,0.04793630167841911,0.06455866247415543,0.19244742393493652,0.41033947467803955,0.17139892280101776,0.20809665322303772,0.03683406859636307,0.010547637939453125
38,0.38,38,0.0511389784514904,0,0.06224163621664047,0.0688728541135788,0.19474554061889648,0.18021848797798157,0.048543781042099,0.0640205591917038,0.1923513263463974,0.40192294120788574,0.17573127150535583,0.2265705168247223,0.038582272827625275,0.01136016845703125
39,0.39,39,0.0510881207883358,0,0.06397393345832825,0.0671413242816925,0.20093660056591034,0.19199903309345245,0.04917372390627861,0.06337341666221619,0.1923186331987381,0.39944493770599365,0.1804218739271164,0.24864059686660767,0.04039980098605156,0.01218414306640625
40,0.4,40,0.051030006259679794,0,0.06578150391578674,0.06529711931943893,0.20729175209999084,0.20611454546451569,0.04983101040124893,0.0626174733042717,0.19233305752277374,0.4032294750213623,0.18544767796993256,0.2726702392101288,0.04228857904672623,0.013027191162109375
41,0.41000000000000003,41,0.05096867308020592,0,0.06766121834516525,0.06334295123815536,0.21379593014717102,0.217080757021904,0.05051563307642937,0.061795324087142944,0.19240911304950714,0.4103749990463257,0.19055303931236267,0.29367515444755554,0.044250719249248505,0.01386260986328125
42,0.42,42,0.05090147629380226,0,0.06962336599826813,0.061335690319538116,0.22072067856788635,0.22847194969654083,0.051226865500211716,0.060944341123104095,0.19253475964069366,0.42422646284103394,0.19589301943778992,0.3145890235900879,0.04628819227218628,0.014728546142578125
43,0.43,43,0.05082613229751587,0,0.0716668888926506,0.05922171473503113,0.2276749312877655,0.2421734780073166,0.051970552653074265,0.06012878566980362,0.19272466003894806,0.43356233835220337,0.20159155130386353,0.33605730533599854,0.048402994871139526,0.015605926513671875
44,0.44,44,0.05074864625930786,0,0.07379378378391266,0.05701524764299393,0.23477254807949066,0.253536194562912,0.052746620029211044,0.05939590558409691,0.19296638667583466,0.44247564673423767,0.20733390748500824,0.3532041907310486,0.050597019493579865,0.0164947509765625
45,0.45,45,0.05066536366939545,0,0.07600215822458267,0.05477004498243332,0.242190882563591,0.2649705111980438,0.05355488508939743,0.05884511396288872,0.19326946139335632,0.45064306259155273,0.21330353617668152,0.369322270154953,0.05287250131368637,0.017375946044921875
46,0.46,46,0.050572507083415985,0,0.07830331474542618,0.05244914069771767,0.24988412857055664,0.27890753746032715,0.05439801141619682,0.0585467591881752,0.19361436367034912,0.4573943316936493,0.21963712573051453,0.386483758687973,0.055231839418411255,0.01828765869140625
47,0.47000000000000003,47,0.05047805979847908,0,0.08069545030593872,0.05007481575012207,0.2571537494659424,0.29036617279052734,0.055281274020671844,0.05858979746699333,0.19402968883514404,0.4580254852771759,0.22590002417564392,0.3987365663051605,0.057677268981933594,0.019207000732421875
48,0.48,48,0.0503777377307415,0,0.08317042887210846,0.0477597713470459,0.26405277848243713,0.3007258176803589,0.05619731545448303,0.059000998735427856,0.19455446302890778,0.44929686188697815,0.23171274363994598,0.41020429134368896,0.06020931899547577,0.02010345458984375
49,0.49,49,0.05026482790708542,0,0.08573921024799347,0.04544834792613983,0.27200907468795776,0.312749445438385,0.05715550109744072,0.05991993471980095,0.19520755112171173,0.4441678822040558,0.2384026050567627,0.42194658517837524,0.06283672153949738,0.02098846435546875
50,0.5,50,0.05014963448047638,0,0.08839990198612213,0.04313954710960388,0.2800767719745636,0.3241420090198517,0.058156996965408325,0.0612969696521759,0.19586864113807678,0.44226691126823425,0.24528616666793823,0.4294368028640747,0.06556293368339539,0.02184295654296875
51,0.51,51,0.05002507194876671,0,0.09115833789110184,0.04093156009912491,0.28896328806877136,0.33464887738227844,0.05919814109802246,0.06308987736701965,0.1965431272983551,0.4360608160495758,0.2525492310523987,0.43721362948417664,0.06839019805192947,0.022678375244140625
52,0.52,52,0.049888767302036285,0,0.09401950240135193,0.03880443423986435,0.29809004068374634,0.34687095880508423,0.06028570979833603,0.0652928277850151,0.197214275598526,0.42842864990234375,0.2602652311325073,0.4446718692779541,0.07132155448198318,0.023502349853515625
53,0.53,53,0.04974318668246269,0,0.0969853475689888,0.03684963285923004,0.3077194392681122,0.3582620918750763,0.06141979619860649,0.06782440096139908,0.19786597788333893,0.41916021704673767,0.26835381984710693,0.45129382610321045,0.07435927540063858,0.024311065673828125
54,0.54,54,0.04958518221974373,0,0.10006365180015564,0.03511695936322212,0.3176674246788025,0.3704162836074829,0.06260281056165695,0.07065524160861969,0.19848743081092834,0.4106012284755707,0.27691614627838135,0.4575166702270508,0.07750632613897324,0.025119781494140625
55,0.55,55,0.0494186207652092,0,0.1032508835196495,0.03375029191374779,0.32820144295692444,0.37823882699012756,0.06383796781301498,0.07373341917991638,0.19903796911239624,0.4044532775878906,0.2857822775840759,0.46029210090637207,0.08076612651348114,0.025897979736328125
56,0.56,56,0.04923700913786888,0,0.10655989497900009,0.03276212885975838,0.33895617723464966,0.3910350203514099,0.06512291729450226,0.07705965638160706,0.19960248470306396,0.39294955134391785,0.29503798484802246,0.46680259704589844,0.08414028584957123,0.0266876220703125
57,0.5700000000000001,57,0.0490398034453392,0,0.10999162495136261,0.03220820054411888,0.35012519359588623,0.4029892086982727,0.06646651029586792,0.08060811460018158,0.20006337761878967,0.38161221146583557,0.3049304187297821,0.47113531827926636,0.08763259649276733,0.02747344970703125
58,0.58,58,0.04883257672190666,0,0.11354851722717285,0.032214172184467316,0.3616735637187958,0.4130520522594452,0.06786945462226868,0.08435629308223724,0.20047235488891602,0.3766356110572815,0.3150475025177002,0.4747335910797119,0.09124571830034256,0.02825164794921875
59,0.59,59,0.04860967770218849,0,0.11723751574754715,0.0328078530728817,0.37368112802505493,0.42323094606399536,0.06932853162288666,0.08826320618391037,0.20082375407218933,0.367664098739624,0.32554835081100464,0.4787972867488861,0.09498276561498642,0.029033660888671875
60,0.6,60,0.04836671054363251,0,0.12106136232614517,0.03400327265262604,0.3859172761440277,0.4359228014945984,0.07085346430540085,0.09233801811933517,0.20110397040843964,0.3696339428424835,0.33653518557548523,0.48488378524780273,0.0988476350903511,0.029811859130859375
61,0.61,61,0.04811001569032669,0,0.12502281367778778,0.03581083565950394,0.39885449409484863,0.44647449254989624,0.07244734466075897,0.09655915200710297,0.20133839547634125,0.36200231313705444,0.34782713651657104,0.48993152379989624,0.10284335911273956,0.030582427978515625
62,0.62,62,0.047837357968091965,0,0.1291317641735077,0.038143809884786606,0.4123305380344391,0.454067200422287,0.07410837709903717,0.10089893639087677,0.2015300840139389,0.3697596490383148,0.3594498634338379,0.49406903982162476,0.10697423666715622,0.03136444091796875
63,0.63,63,0.04754442721605301,0,0.1333901584148407,0.040964942425489426,0.42588740587234497,0.46748706698417664,0.07583840191364288,0.10533255338668823,0.2016754150390625,0.36361902952194214,0.37139856815338135,0.5010251998901367,0.11124427616596222,0.032146453857421875
64,0.64,64,0.047233086079359055,0,0.13780032098293304,0.04425162076950073,0.44009339809417725,0.4785585403442383,0.07765069603919983,0.10990887880325317,0.20179659128189087,0.3641759157180786,0.38370710611343384,0.507798433303833,0.1156570166349411,0.03292083740234375
65,0.65,65,0.04690436273813248,0,0.14237059652805328,0.04790344461798668,0.45468375086784363,0.4895077347755432,0.07953517138957977,0.11456289142370224,0.20189015567302704,0.36609894037246704,0.39629003405570984,0.5145527124404907,0.1202172264456749,0.03369903564453125
66,0.66,66,0.046551771461963654,0,0.14710725843906403,0.051915913820266724,0.46974194049835205,0.5028126835823059,0.08150597661733627,0.11934913694858551,0.2019839733839035,0.3659226596355438,0.40928083658218384,0.5240773558616638,0.12492845207452774,0.034488677978515625
67,0.67,67,0.046178024262189865,0,0.15201590955257416,0.0562518835067749,0.48542875051498413,0.514604926109314,0.08356227725744247,0.1242491826415062,0.20207467675209045,0.3654486835002899,0.42269569635391235,0.5333375334739685,0.12979581952095032,0.035289764404296875
68,0.68,68,0.04578329250216484,0,0.15709801018238068,0.06088169291615486,0.5014520883560181,0.5277091264724731,0.08571258187294006,0.1292971670627594,0.20221221446990967,0.3733370900154114,0.4363402724266052,0.5439790487289429,0.13482224941253662,0.036090850830078125
69,0.6900000000000001,69,0.0453658364713192,0,0.1623593419790268,0.06573905795812607,0.5180339217185974,0.5405755639076233,0.08795137703418732,0.1344430148601532,0.20234984159469604,0.37164852023124695,0.4504257142543793,0.5548568367958069,0.1400127410888672,0.036891937255859375
70,0.7000000000000001,70,0.04492316022515297,0,0.1678059846162796,0.07086776196956635,0.5350812077522278,0.5541002750396729,0.09029295295476913,0.13975760340690613,0.20252814888954163,0.3768172860145569,0.46484145522117615,0.5674425363540649,0.14537173509597778,0.03769683837890625
71,0.71,71,0.04445773735642433,0,0.17344415187835693,0.07620132714509964,0.5526028871536255,0.5691797137260437,0.09273116290569305,0.14519432187080383,0.20274800062179565,0.37335890531539917,0.47960755228996277,0.580754816532135,0.15090398490428925,0.038509368896484375
72,0.72,72,0.04396241903305054,0,0.17927736043930054,0.08177696913480759,0.5706461071968079,0.5853096842765808,0.09527882188558578,0.15080952644348145,0.2030019313097,0.3769928216934204,0.4948750436306,0.5966004133224487,0.15661343932151794,0.0393218994140625
73,0.73,73,0.0434403121471405,0,0.18531246483325958,0.08758005499839783,0.5891915559768677,0.6029855012893677,0.09793724864721298,0.15659448504447937,0.20330464839935303,0.37311863899230957,0.510532796382904,0.6139735579490662,0.16250456869602203,0.040142059326171875
74,0.74,74,0.042893651872873306,0,0.19155552983283997,0.09361928701400757,0.6082324981689453,0.6196427345275879,0.10071533918380737,0.16258347034454346,0.20366109907627106,0.37477144598960876,0.5265439748764038,0.6309447884559631,0.16858215630054474,0.0409698486328125
75,0.75,75,0.0423179566860199,0,0.19801120460033417,0.09985470771789551,0.6278789043426514,0.6374329328536987,0.10360574722290039,0.1687336415052414,0.20406532287597656,0.37441977858543396,0.5430688858032227,0.6498106718063354,0.1748509407043457,0.04180145263671875
76,0.76,76,0.04171096533536911,0,0.20469048619270325,0.10635154694318771,0.6478956341743469,0.6581298112869263,0.10663031041622162,0.1751297563314438,0.20453572273254395,0.3711584806442261,0.5599567890167236,0.6711441278457642,0.1813148409128189,0.04266357421875
77,0.77,77,0.04107799008488655,0,0.2115904986858368,0.11304839700460434,0.6685014963150024,0.6778566837310791,0.1097794771194458,0.18171410262584686,0.20503973960876465,0.3714868426322937,0.5773816704750061,0.6919137239456177,0.1879785656929016,0.043514251708984375
78,0.78,78,0.04040883108973503,0,0.2187212109565735,0.12000693380832672,0.6896458864212036,0.701492428779602,0.11306866258382797,0.18854379653930664,0.2055911272764206,0.3705030381679535,0.5953155159950256,0.7164888381958008,0.19484680891036987,0.04437255859375
79,0.79,79,0.03971119597554207,0,0.2260899692773819,0.12721531093120575,0.7113615870475769,0.7247341275215149,0.1165006160736084,0.19562165439128876,0.2061770260334015,0.36870941519737244,0.6137639880180359,0.7411007285118103,0.2019238919019699,0.045246124267578125
80,0.8,80,0.03898113965988159,0,0.23369154334068298,0.13470947742462158,0.7327480316162109,0.7469754219055176,0.12006686627864838,0.2029578685760498,0.20683233439922333,0.33806800842285156,0.6311659216880798,0.7679569125175476,0.20921175181865692,0.04611968994140625
81,0.81,81,0.038228463381528854,0,0.2415342628955841,0.1424923986196518,0.7554082870483398,0.7761513590812683,0.12375592440366745,0.2105761468410492,0.2073598951101303,0.3628445565700531,0.6497730612754822,0.7963955402374268,0.21672439575195312,0.04701995849609375
82,0.8200000000000001,82,0.03744785487651825,0,0.24962551891803741,0.15061387419700623,0.7778962254524231,0.807106077671051,0.12759819626808167,0.21850106120109558,0.20773087441921234,0.38146236538887024,0.6688920259475708,0.8236343264579773,0.22446514666080475,0.047916412353515625
83,0.8300000000000001,83,0.03663609176874161,0,0.2579691708087921,0.15903426706790924,0.8005921840667725,0.8399404883384705,0.13159117102622986,0.22668513655662537,0.20799997448921204,0.3940197825431824,0.6885809898376465,0.8529050350189209,0.23243041336536407,0.04882049560546875
84,0.84,84,0.03578799590468407,0,0.26656845211982727,0.16780884563922882,0.8237544298171997,0.8744716048240662,0.13575780391693115,0.2351921796798706,0.20817244052886963,0.3965515196323395,0.7090778350830078,0.8844153881072998,0.24062034487724304,0.049724578857421875
85,0.85,85,0.03491192311048508,0,0.27543312311172485,0.17692945897579193,0.8475049734115601,0.9092509150505066,0.14010292291641235,0.24401184916496277,0.2082785815000534,0.3935494124889374,0.7301651835441589,0.9159306883811951,0.24903719127178192,0.050647735595703125
86,0.86,86,0.03400523588061333,0,0.28456413745880127,0.18639931082725525,0.8720782995223999,0.9437745213508606,0.14463719725608826,0.253159761428833,0.2083529382944107,0.39135974645614624,0.7519263029098511,0.948703408241272,0.25768399238586426,0.0515594482421875
87,0.87,87,0.033068202435970306,0,0.293974369764328,0.19622068107128143,0.897396981716156,0.9802839756011963,0.14936649799346924,0.2626451253890991,0.20837238430976868,0.3822130262851715,0.7744793891906738,0.9829416275024414,0.2665661573410034,0.05248260498046875
88,0.88,88,0.032105542719364166,0,0.30366936326026917,0.2064209282398224,0.9235941767692566,1.016081690788269,0.15430693328380585,0.2724963426589966,0.20838551223278046,0.38734200596809387,0.7975443601608276,1.017254114151001,0.2756878435611725,0.05340576171875
89,0.89,89,0.03111853078007698,0,0.313660591840744,0.21695825457572937,0.950680136680603,1.0529975891113281,0.1594545990228653,0.28267404437065125,0.20833952724933624,0.38361555337905884,0.8213762044906616,1.052450180053711,0.28505444526672363,0.05434417724609375
90,0.9,90,0.030100978910923004,0,0.32395532727241516,0.22788740694522858,0.9787697196006775,1.091536283493042,0.1648326814174652,0.2932366728782654,0.20826421678066254,0.3824121057987213,0.8460582494735718,1.0900667905807495,0.29467153549194336,0.055286407470703125
91,0.91,91,0.02906424179673195,0,0.3345654308795929,0.23920147120952606,1.0077682733535767,1.1308155059814453,0.17044661939144135,0.30417847633361816,0.20814241468906403,0.3803553581237793,0.8714982867240906,1.1275675296783447,0.30454501509666443,0.056243896484375
92,0.92,92,0.02800489403307438,0,0.3454968333244324,0.25091618299484253,1.0376149415969849,1.1723915338516235,0.17630836367607117,0.3155081868171692,0.2080010026693344,0.38994207978248596,0.8976256251335144,1.167059302330017,0.3146791458129883,0.057201385498046875
93,0.93,93,0.02692725509405136,0,0.35676008462905884,0.263034462928772,1.0686602592468262,1.2137341499328613,0.18242749571800232,0.3272401690483093,0.20781584084033966,0.3873286247253418,0.9247016906738281,1.2073153257369995,0.3250792920589447,0.058162689208984375
94,0.9400000000000001,94,0.025838766247034073,0,0.3683694899082184,0.27558213472366333,1.1006284952163696,1.2551538944244385,0.1888190507888794,0.339396208524704,0.20759375393390656,0.395182728767395,0.9524766206741333,1.247134804725647,0.33575016260147095,0.0591583251953125
95,0.9500000000000001,95,0.0247405543923378,0,0.38032492995262146,0.2885192036628723,1.1336506605148315,1.297224760055542,0.19548505544662476,0.3519335985183716,0.2073107808828354,0.39117857813835144,0.9812591075897217,1.2877326011657715,0.3466956913471222,0.06012725830078125
96,0.96,96,0.0236252099275589,0,0.39264369010925293,0.3019230365753174,1.1675034761428833,1.3449994325637817,0.20245075225830078,0.3649137020111084,0.20699122548103333,0.40630170702934265,1.0108261108398438,1.3320664167404175,0.35791879892349243,0.06111907958984375
97,0.97,97,0.02251308411359787,0,0.4053330421447754,0.31579142808914185,1.202472448348999,1.3898133039474487,0.20972788333892822,0.3783489465713501,0.20660904049873352,0.40538591146469116,1.0412929058074951,1.3745214939117432,0.3694226145744324,0.062122344970703125
98,0.98,98,0.021401802077889442,0,0.4183993637561798,0.33009031414985657,1.2385236024856567,1.436318278312683,0.217319518327713,0.39219042658805847,0.20616436004638672,0.4118766784667969,1.0726499557495117,1.4176572561264038,0.38120919466018677,0.06311798095703125
99,0.99,99,0.02033977583050728,0,0.43185749650001526,0.34487807750701904,1.2645403146743774,1.485924482345581,0.22525088489055634,0.4065041244029999,0.2056782990694046,0.4243934154510498,1.0914642810821533,1.4633369445800781,0.39328160881996155,0.0641326904296875
100,1.0,100,0.019325997680425644,0,0.4455168843269348,0.3601657450199127,1.291601300239563,1.5373387336730957,0.2331433743238449,0.4212777614593506,0.20512934029102325,0.5021039843559265,1.1125181913375854,1.498218059539795,0.40564048290252686,0.06514358520507812
101,1.01,101,0.018248682841658592,0,0.45957040786743164,0.37596964836120605,1.3291813135147095,1.5829448699951172,0.24125936627388,0.4363362789154053,0.20756250619888306,0.7074416279792786,1.147217035293579,1.5390491485595703,0.4182942807674408,0.06614303588867188
102,1.02,102,0.017061937600374222,0,0.47405001521110535,0.3921983242034912,1.3700088262557983,1.6827980279922485,0.24970859289169312,0.45190608501434326,0.21000884473323822,0.7322624921798706,1.1810643672943115,1.6310380697250366,0.4312758445739746,0.06715011596679688
103,1.03,103,0.015993991866707802,0,0.48896101117134094,0.40989017486572266,1.4101122617721558,1.7438433170318604,0.25876012444496155,0.4688183665275574,0.2122485190629959,0.7683241367340088,1.2155146598815918,1.6800415515899658,0.4445660710334778,0.06816864013671875
104,1.04,104,0.015104928985238075,0,0.5042956471443176,0.4273312985897064,1.450287103652954,1.760845422744751,0.267998605966568,0.48537248373031616,0.21440161764621735,0.787031352519989,1.2501801252365112,1.686196208000183,0.45814335346221924,0.069183349609375
105,1.05,105,0.01399601623415947,0,0.5200510025024414,0.4454001188278198,1.4920313358306885,1.8602360486984253,0.2776592969894409,0.5024252533912659,0.21651287376880646,0.812661349773407,1.2881245613098145,1.7733359336853027,0.4719911813735962,0.07019424438476562
