label,logged_steps,motion_total_frames,simulated_duration_s,motion_completion_fraction,motion_completed,exact_motion_frame_sequence,terminal_terms,all_metrics_finite,no_motion_wrap,started_near_platform_center,reward_mean,reward_p95,anchor_pos_mean,anchor_pos_p95,anchor_pos_max,anchor_rot_p95,body_pos_mean,body_pos_p95,body_pos_max,joint_pos_mean,joint_pos_p95,joint_pos_max,max_distance_from_center_m,xy_tracking_drift_p95_m,xy_tracking_drift_max_m,xy_tracking_drift_last_m,initial_stationary_xy_max_m,stationary_tail_xy_increase_m,stationary_tail_xy_slope_m_per_s,acceptance_profile,failed_checks,acceptance_pass
nominal_seed42,3972,3972,39.71999999999915,1.0,True,True,,True,True,True,0.07656966576921076,0.08084121495485305,0.10557200885548988,0.1833379976451397,0.21319369971752167,0.1109173499047756,0.04266874127083881,0.06590332463383675,0.07834210991859436,0.4148265269265134,0.6243187129497527,0.7847999334335327,0.48717452793015253,0.18271477497366753,0.21191925651801824,0.08179597441464063,0.13940246069809975,-0.004042579411806288,-0.003878818082580597,nominal,[],True
robust_seed0,3972,3972,39.71999999999915,1.0,True,True,,True,True,True,0.07674903574625681,0.08002237416803837,0.09200501486701607,0.1996167279779911,0.27910006046295166,0.10588753037154673,0.0357888135745293,0.055166240036487575,0.09045170247554779,0.3912572448473885,0.5605293154716489,0.8796669840812683,0.5518671509584792,0.1985607606490153,0.279031829372974,0.061527990912942906,0.14824551620169768,0.04412470522792586,0.008637878119161196,robust,[],True
robust_seed1,3972,3972,39.71999999999915,1.0,True,True,,True,True,True,0.07532938502631399,0.08012807331979274,0.11523369734183944,0.210378909856081,0.26998838782310486,0.13084248080849645,0.0427163497888092,0.06295492239296434,0.08697651326656342,0.4329539014088423,0.713107445836067,0.947860598564148,0.6189012717282666,0.20975272817222265,0.2699305296976887,0.07578323959739432,0.0790563024131714,-0.030014437854792173,-0.0005504764499838164,robust,[],True
robust_seed2,3972,3972,39.71999999999915,1.0,True,True,,True,True,True,0.07726440509389204,0.08052100725471974,0.0746168319700923,0.1504543885588646,0.1819341629743576,0.10764465443789956,0.03310622240009662,0.0508258918300271,0.0844516009092331,0.3523047184618518,0.5387962222099304,0.6821802854537964,0.6135370843643533,0.1482479328961646,0.180780456845775,0.055846424226701954,0.07673549956983541,0.03701333845657985,0.007575924106693617,robust,[],True
