playback_step,simulation_time_s,motion_frame,reward,done,error_anchor_pos,error_anchor_xy,error_anchor_rot,error_anchor_lin_vel,error_anchor_xy_vel,error_anchor_ang_vel,error_body_pos,error_body_rot,error_joint_pos,error_joint_vel,motion_wrap_count,error_body_lin_vel,error_body_ang_vel,termination_time_out,termination_anchor_pos,termination_anchor_ori,termination_ee_body_pos,root_x_from_env_origin,root_y_from_env_origin
0,0.0,0,0.05959755554795265,0,0.005376111250370741,0.0006551208207383752,0.019043955951929092,0.8115156292915344,0.5769539475440979,3.6801183223724365,0.00612442335113883,0.021876323968172073,0.12594172358512878,20.45083236694336,0.0,0.5945749282836914,3.610661268234253,0,0,0,0,0.0006542205810546875,-3.4332275390625e-05
1,0.01,1,0.0649137794971466,0,0.012132097966969013,0.004625888075679541,0.0386078767478466,0.6843154430389404,0.41811901330947876,0.6058868169784546,0.01229761354625225,0.04470595717430115,0.22570912539958954,12.39528751373291,0.0,0.5590918660163879,2.093766927719116,0,0,0,0,0.0046253204345703125,7.2479248046875e-05
2,0.02,2,0.07403095811605453,0,0.01739613525569439,0.007418009452521801,0.03848976269364357,0.4625980854034424,0.20076335966587067,0.5448641180992126,0.017229698598384857,0.05283153057098389,0.2442738115787506,7.277406692504883,0.0,0.429057776927948,1.334553599357605,0,0,0,0,0.0074138641357421875,0.000247955322265625
3,0.03,3,0.07799462974071503,0,0.021174713969230652,0.009104685857892036,0.03584231436252594,0.3273963928222656,0.10478691011667252,0.6762149930000305,0.020767951384186745,0.056844279170036316,0.2408277690410614,4.626219749450684,0.0,0.32592862844467163,1.080195426940918,0,0,0,0,0.009091377258300781,0.000492095947265625
4,0.04,4,0.07944042235612869,0,0.023626307025551796,0.009917604736983776,0.035426389425992966,0.2062084972858429,0.030322711914777756,0.5012176036834717,0.022866886109113693,0.06068788096308708,0.24801650643348694,3.6048126220703125,0.0,0.24860456585884094,0.749843955039978,0,0,0,0,0.009892463684082031,0.000705718994140625
5,0.05,5,0.08058008551597595,0,0.024817373603582382,0.010052754543721676,0.03570471331477165,0.09912385791540146,0.031082898378372192,0.45761701464653015,0.02372148260474205,0.06253210455179214,0.25233420729637146,2.68495774269104,0.0,0.1760781705379486,0.5143017768859863,0,0,0,0,0.010011672973632812,0.00090789794921875
6,0.06,6,0.08093233406543732,0,0.02487080544233322,0.00979418121278286,0.035690467804670334,0.049641743302345276,0.04860423877835274,0.24894122779369354,0.023531001061201096,0.0627523735165596,0.2526484727859497,2.25944185256958,0.0,0.13915768265724182,0.39241355657577515,0,0,0,0,0.009728431701660156,0.001132965087890625
7,0.07,7,0.0809217020869255,0,0.023971663787961006,0.00948945339769125,0.03530405834317207,0.11671456694602966,0.03940427675843239,0.1952541321516037,0.022464711219072342,0.06221519038081169,0.25256794691085815,2.027956485748291,0.0,0.18830697238445282,0.3794494569301605,0,0,0,0,0.009395599365234375,0.001331329345703125
8,0.08,8,0.08076397329568863,0,0.02224140428006649,0.009295088239014149,0.034661538898944855,0.2037874460220337,0.021255405619740486,0.12569257616996765,0.020661024376749992,0.060065239667892456,0.2505682706832886,2.307628631591797,0.0,0.24420009553432465,0.4031183421611786,0,0,0,0,0.009173393249511719,0.001499176025390625
9,0.09,9,0.08013646304607391,0,0.020099518820643425,0.009156257845461369,0.032058581709861755,0.21839340031147003,0.027688542380928993,0.45549139380455017,0.018524913117289543,0.057126522064208984,0.24937686324119568,4.272732257843018,0.0,0.2493470162153244,0.611703634262085,0,0,0,0,0.009023666381835938,0.001552581787109375
10,0.1,10,0.07921712845563889,0,0.01792510226368904,0.009159582667052746,0.030691582709550858,0.23577910661697388,0.020925739780068398,0.5003600716590881,0.01637747883796692,0.05632690712809563,0.25973695516586304,5.829653739929199,0.0,0.24927151203155518,0.809402346611023,0,0,0,0,0.009034156799316406,0.0015106201171875
11,0.11,11,0.07947047054767609,0,0.016405746340751648,0.009113292209804058,0.033219754695892334,0.13346248865127563,0.027768993750214577,0.37236079573631287,0.015068678185343742,0.05507638677954674,0.27513590455055237,4.72330904006958,0.0,0.15646693110466003,0.6797353625297546,0,0,0,0,0.008958816528320312,0.00167083740234375
12,0.12,12,0.08006064593791962,0,0.01538170874118805,0.009341576136648655,0.035619381815195084,0.12473724037408829,0.04993520677089691,0.2236863672733307,0.014074932783842087,0.054875001311302185,0.3001228868961334,3.7255029678344727,0.0,0.13663434982299805,0.44707417488098145,0,0,0,0,0.009199142456054688,0.00162506103515625
13,0.13,13,0.08018205314874649,0,0.014627309516072273,0.009682361036539078,0.03625408187508583,0.11370807886123657,0.057936880737543106,0.17576760053634644,0.013247454538941383,0.05531959980726242,0.32501715421676636,2.984982967376709,0.0,0.12340742349624634,0.40987297892570496,0,0,0,0,0.009580612182617188,0.001399993896484375
14,0.14,14,0.08001726120710373,0,0.01402005460113287,0.010027851909399033,0.03692667931318283,0.12712687253952026,0.06772800534963608,0.23027044534683228,0.012461463920772076,0.055721089243888855,0.3354042172431946,2.777843713760376,0.0,0.13474324345588684,0.4972168803215027,0,0,0,0,0.00997161865234375,0.00106048583984375
